기온분석
[검색조건]
자료구분 : 일
자료형태 : 기본
지역/지점 : 부여
기간 : 20150101~20200416

날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2018-08-19,236,25.7,19.2,33.8
2018-08-20,236,27.6,21.3,33.8
2018-08-21,236,26.3,24.6,30.1
2018-08-22,236,30.3,23.1,38.3
2018-08-23,236,28.1,24.4,32
2018-08-24,236,24.8,22.6,27.3
2018-08-25,236,23.7,21.1,27.2
2018-08-26,236,20.8,19.3,23.8
2018-08-27,236,23.4,20.1,26.3
2018-08-28,236,26,23.3,30.8
2018-08-29,236,26.6,22.4,31.5
2018-08-30,236,25.8,23.7,30.2
2018-08-31,236,22.1,19.5,25.8
2018-09-01,236,24.7,19.8,30.6
2018-09-02,236,23.8,18.6,29.1
2018-09-03,236,24.7,22.3,30
2018-09-04,236,23.6,18.4,28.9
2018-09-05,236,22,16.3,28.6
2018-09-06,236,22.5,17.7,27.3
2018-09-07,236,20.9,15.9,25.6
2018-09-08,236,19.7,12.4,27.5
2018-09-09,236,20.5,13.8,28.9
2018-09-10,236,21.5,16.7,27.9
2018-09-11,236,19.5,13.5,24.6
2018-09-12,236,21.2,15.2,28.3
2018-09-13,236,21,19.3,24.6
2018-09-14,236,21.1,19.2,23.4
2018-09-15,236,22.2,20.7,25.3
2018-09-16,236,22.2,19.9,25.8
2018-09-17,236,21.8,17.1,28.5
2018-09-18,236,20.4,14.6,28
2018-09-19,236,20.7,15.5,25.6
2018-09-20,236,20.2,18.4,22.9
2018-09-21,236,19.2,17.6,22.1
2018-09-22,236,19.7,14.4,26.6
2018-09-23,236,18.3,12.6,25.9
2018-09-24,236,15.9,10.1,23.5
2018-09-25,236,16.3,8.3,24.8
2018-09-26,236,18.3,14,25.1
2018-09-27,236,18,13,25
2018-09-28,236,16.7,11.9,20.4
2018-09-29,236,19,12.1,26.4
2018-09-30,236,17.5,12.5,24.4
2018-10-01,236,15,10.5,20
2018-10-02,236,14.2,8,23
2018-10-03,236,14.4,8.1,24.3
2018-10-04,236,19.2,10.4,25.7
2018-10-05,236,17.1,15.7,19.1
2018-10-06,236,17.7,14.9,22.7
2018-10-07,236,15.8,9.6,23.2
2018-10-08,236,12.6,7.2,21.5
2018-10-09,236,14.5,9,20.5
2018-10-10,236,13,5.9,17.3
2018-10-11,236,9.9,4.4,16.1
2018-10-12,236,9.4,2.8,18.5
2018-10-13,236,10.6,3.7,20.1
2018-10-14,236,11.8,4.7,20.1
2018-10-15,236,13,5.7,22.4
2018-10-16,236,12.3,7.7,19.3
2018-10-17,236,10.8,5.2,19.8
2018-10-18,236,10.7,3.1,18.8
2018-10-19,236,11.4,5.4,20
2018-10-20,236,10.8,2.6,21.5
2018-10-21,236,10.8,3.3,21.6
2018-10-22,236,11.7,5.9,20.7
2018-10-23,236,10.9,5.5,19.1
2018-10-24,236,10.9,5.3,19.9
2018-10-25,236,11,3.7,21.9
2018-10-26,236,10.5,8.5,14.5
2018-10-27,236,9.5,3.8,14.8
2018-10-28,236,9.7,4.1,18.8
2018-10-29,236,9,4.5,15.7
2018-10-30,236,6.2,0.7,13
2018-10-31,236,7.2,2.1,14
2018-11-01,236,6.3,-0.5,17.1
2018-11-02,236,8,-0.2,19.1
2018-11-03,236,8.5,2.1,19.8
2018-11-04,236,8.6,1.4,20.1
2018-11-05,236,9.3,1.6,18.9
2018-11-06,236,10.2,2.9,18.8
2018-11-07,236,11.8,9.9,13.2
2018-11-08,236,13.8,12.1,16.8
2018-11-09,236,11,5.6,15.3
2018-11-10,236,9.2,4.1,18.3
2018-11-11,236,8.5,5.2,12
2018-11-12,236,7.5,2.2,15.3
2018-11-13,236,6.6,-0.4,15.7
2018-11-14,236,7.1,-0.1,16.6
2018-11-15,236,7.3,1,17.4
2018-11-16,236,8.8,4.5,15.5
2018-11-17,236,5.6,-0.1,13.7
2018-11-18,236,4.5,-0.7,12
2018-11-19,236,7.4,0.7,14.2
2018-11-20,236,4.4,-2.3,14.2
2018-11-21,236,4,-0.2,11.1
2018-11-22,236,2.5,-2.2,9
2018-11-23,236,1.2,-4.7,9.3
2018-11-24,236,3.4,-1.1,6.2
2018-11-25,236,6.7,1.8,13.1
2018-11-26,236,5.2,-0.7,15.3
2018-11-27,236,5.7,-2.2,15
2018-11-28,236,4.7,-0.4,11.6
2018-11-29,236,4.1,-1.8,10.8
2018-11-30,236,4.3,-0.4,12.3
2018-12-01,236,4.1,-0.5,12
2018-12-02,236,7.6,-1.4,14.9
2018-12-03,236,11.6,8.4,14.4
2018-12-04,236,8.9,3.2,12.9
2018-12-05,236,1.8,-2.4,5.6
2018-12-06,236,3.1,0.3,7.2
2018-12-07,236,-3.3,-6.3,3.1
2018-12-08,236,-6.1,-8.7,-2
2018-12-09,236,-5.4,-10.5,0.4
2018-12-10,236,-2.3,-9.4,5.7
2018-12-11,236,-0.7,-2.6,0.8
2018-12-12,236,-2.1,-6.4,4.2
2018-12-13,236,0,-7,5.3
2018-12-14,236,-2.8,-7.2,3.1
2018-12-15,236,-3.2,-9.5,4.5
2018-12-16,236,-0.6,-4.7,4.7
2018-12-17,236,1.3,-2.7,7.8
2018-12-18,236,1.2,-4.1,9.2
2018-12-19,236,4.4,-1.4,12.5
2018-12-20,236,3.6,-2.4,11.3
2018-12-21,236,2.9,-4.1,9.7
2018-12-22,236,5.8,-1,13.2
2018-12-23,236,5.3,-1.3,10.2
2018-12-24,236,-1.6,-6.9,5.5
2018-12-25,236,-1.3,-7.2,4.4
2018-12-26,236,1.3,-1.3,5.5
2018-12-27,236,-5.7,-9.2,-1.3
2018-12-28,236,-7.9,-12,-3.7
2018-12-29,236,-5.9,-12.3,0
2018-12-30,236,-5.5,-10.7,1.1
2018-12-31,236,-4.8,-11.9,3.3
2019-01-01,236,-2.7,-5.8,1
2019-01-02,236,-4.5,-10.1,2.9
2019-01-03,236,-4.2,-10.9,5.4
2019-01-04,236,-3.6,-10.2,3.3
2019-01-05,236,-2,-7,4.4
2019-01-06,236,-3.4,-9.4,5.6
2019-01-07,236,-2.7,-9.6,5.6
2019-01-08,236,-2.2,-7.1,3.8
2019-01-09,236,-4.3,-10.3,3
2019-01-10,236,-1.7,-5.5,2.1
2019-01-11,236,2,-4.7,7.7
2019-01-12,236,4.5,0.8,9.6
2019-01-13,236,0.2,-5.2,9.3
2019-01-14,236,-0.8,-6.3,6.2
2019-01-15,236,-0.9,-5.3,6.8
2019-01-16,236,-4.2,-10.2,1.7
2019-01-17,236,-1.6,-5.8,5.6
2019-01-18,236,-1,-7.5,7.7
2019-01-19,236,2.1,-4.6,8.3
2019-01-20,236,0.3,-6.1,3.9
2019-01-21,236,-1.5,-9,6.7
2019-01-22,236,0.2,-5.9,8.9
2019-01-23,236,0.7,-5.9,9.4
2019-01-24,236,-1.6,-8.7,8.9
2019-01-25,236,-2.2,-7.3,5.4
2019-01-26,236,-3,-7.5,4.2
2019-01-27,236,-2.2,-10.9,6.8
2019-01-28,236,1.4,-5,6.6
2019-01-29,236,-1.9,-9.4,8.3
2019-01-30,236,1.4,-7.1,9.5
2019-01-31,236,-0.1,-6.2,2.9
2019-02-01,236,-2.8,-8.1,3.8
2019-02-02,236,0.6,-7.2,9
2019-02-03,236,4.5,2.3,7.8
2019-02-04,236,0.6,-4.6,6.6
2019-02-05,236,1.4,-6.1,11.6
2019-02-06,236,4.7,-2.9,12.5
2019-02-07,236,1,-5,5.6
2019-02-08,236,-3.1,-7.4,3
2019-02-09,236,-2.5,-5.3,1.3
2019-02-10,236,-2.3,-6.9,2.7
2019-02-11,236,-2.2,-7.6,3.9
2019-02-12,236,-0.8,-7.8,5.3
2019-02-13,236,-0.3,-6.2,5
2019-02-14,236,0.5,-4.6,7.4
2019-02-15,236,0.9,-2.1,4.8
2019-02-16,236,-0.8,-4.9,3.4
2019-02-17,236,-1.7,-8.9,7
2019-02-18,236,1.1,-6.2,7.5
2019-02-19,236,1.5,-2,5
2019-02-20,236,1.7,-2.5,7
2019-02-21,236,1.3,-5.3,9.4
2019-02-22,236,3,-3,11
2019-02-23,236,4.3,-4,14.9
2019-02-24,236,4.4,-3.5,14.6
2019-02-25,236,3.4,-2.3,12.2
2019-02-26,236,3.9,-5.6,13.8
2019-02-27,236,5.1,2.8,8.3
2019-02-28,236,4.3,-2.4,13.3
2019-03-01,236,4.4,-1.2,13.9
2019-03-02,236,5.7,-3.7,15.2
2019-03-03,236,7.8,-1.2,15.7
2019-03-04,236,8.2,3.7,16.3
2019-03-05,236,6.8,1.6,13.1
2019-03-06,236,8.7,3.6,15.6
2019-03-07,236,4.8,-0.3,13.5
2019-03-08,236,3.6,-4,15.4
2019-03-09,236,6.3,-4.2,16.8
2019-03-10,236,7.7,0.3,12.4
2019-03-11,236,4.5,-1.7,9.5
2019-03-12,236,3.2,-2.2,11.2
2019-03-13,236,1.8,-5.8,9.7
2019-03-14,236,4.7,-5.8,12.4
2019-03-15,236,6.4,1.8,11.7
2019-03-16,236,5.5,1,11.1
2019-03-17,236,5.2,-2,13.4
2019-03-18,236,4.8,-4,14.1
2019-03-19,236,7.8,-2.6,18.8
2019-03-20,236,9.7,3.1,15.3
2019-03-21,236,7.8,2.8,13.5
2019-03-22,236,3.4,-1.2,9.8
2019-03-23,236,3,-3.5,9.4
2019-03-24,236,3.1,-4.1,10.3
2019-03-25,236,5.2,-2.3,13.1
2019-03-26,236,10.1,0.5,19.6
2019-03-27,236,11.5,4,18.6
2019-03-28,236,9.7,4.9,17.5
2019-03-29,236,10.4,4.8,17.9
2019-03-30,236,5.9,3.2,10.5
2019-03-31,236,5.2,0.6,9.2
2019-04-01,236,4.4,-3.8,11.3
2019-04-02,236,5.2,-3.9,13.4
2019-04-03,236,5.6,-3,14.4
2019-04-04,236,7.1,-2.6,16.5
2019-04-05,236,9.7,2.9,18.7
2019-04-06,236,10.6,-0.5,20.3
2019-04-07,236,13.3,4.7,21.2
2019-04-08,236,10.8,0.8,19.6
2019-04-09,236,10.6,6,16.8
2019-04-10,236,7.6,5.4,10.4
2019-04-11,236,9,1.2,15.4
2019-04-12,236,9.4,1.5,18.2
2019-04-13,236,10,1.6,19
2019-04-14,236,8.6,2.8,15
2019-04-15,236,9.2,0.6,19.4
2019-04-16,236,12.5,0.5,23.7
2019-04-17,236,14.4,7.1,23.2
2019-04-18,236,13.9,6.3,20.7
2019-04-19,236,14.9,11.9,21.7
2019-04-20,236,16.2,10.9,22.3
2019-04-21,236,17,13.3,21.5
2019-04-22,236,18.9,10,29.6
2019-04-23,236,17.3,14.1,22.4
2019-04-24,236,17.1,14.6,22.1
2019-04-25,236,13.3,9.2,16
2019-04-26,236,9.4,8,11.1
2019-04-27,236,11.9,3.8,18.7
2019-04-28,236,12.8,9.6,18.4
2019-04-29,236,11,7.6,14.8
2019-04-30,236,14.6,7.8,21.9
2019-05-01,236,14.1,8.6,23.1
2019-05-02,236,14.5,8.7,24.1
2019-05-03,236,15.7,5.3,27.8
2019-05-04,236,17.4,7.1,28.3
2019-05-05,236,17.8,9.7,28
2019-05-06,236,13.6,6.2,19.5
2019-05-07,236,12.7,2.7,23.1
2019-05-08,236,13.6,4.2,22.3
2019-05-09,236,15.1,7.6,24.5
2019-05-10,236,16.1,4.6,28.3
2019-05-11,236,18.8,8.8,28.7
2019-05-12,236,19.5,10.9,28.8
2019-05-13,236,18.1,10.3,27.3
2019-05-14,236,19.5,12.4,27.5
2019-05-15,236,20.3,13.1,28.9
2019-05-16,236,22.2,14.8,30.8
2019-05-17,236,21.6,15.2,26.7
2019-05-18,236,19.2,16.3,23.5
2019-05-19,236,21.2,18.1,25.8
2019-05-20,236,16.1,9.6,20.2
2019-05-21,236,16.1,8.3,24.6
2019-05-22,236,18.5,9,26.8
2019-05-23,236,20.8,13,29.4
2019-05-24,236,21.5,13.5,31.2
2019-05-25,236,20.8,14.3,28.7
2019-05-26,236,23,14.8,31.1
2019-05-27,236,17,11.7,20.5
2019-05-28,236,16.8,10.5,24.4
2019-05-29,236,18.1,9.8,28.1
2019-05-30,236,18.5,11.7,26.6
2019-05-31,236,17.9,12.7,23
2019-06-01,236,17.3,10.5,25
2019-06-02,236,19.6,11.7,28.5
2019-06-03,236,21.3,12,30.9
2019-06-04,236,21.9,14.5,30
2019-06-05,236,21.9,16.9,29.4
2019-06-06,236,20.3,15.8,27
2019-06-07,236,18.6,15.9,21.7
2019-06-08,236,20.8,15.2,26.3
2019-06-09,236,21.4,17.2,27.2
2019-06-10,236,19.6,16,22.7
2019-06-11,236,19.9,15.4,24.5
2019-06-12,236,19.9,13.7,27.4
2019-06-13,236,22.1,14.7,30.3
2019-06-14,236,21.2,17.5,26
2019-06-15,236,20.5,14.6,27.5
2019-06-16,236,20.4,14.1,27.5
2019-06-17,236,20.9,15.8,27
2019-06-18,236,20.6,15.9,26.1
2019-06-19,236,22.1,17.9,27.3
2019-06-20,236,22.4,16.5,28.9
2019-06-21,236,23.6,18.3,29.1
2019-06-22,236,22.5,18.6,28.6
2019-06-23,236,23.6,18.4,30.6
2019-06-24,236,23.1,16.6,29.8
2019-06-25,236,24.3,15.8,33.1
2019-06-26,236,21.6,18.6,25
2019-06-27,236,24.1,20.3,28.6
2019-06-28,236,24,20.4,29.6
2019-06-29,236,21.6,20.7,22.6
2019-06-30,236,23.4,19.8,28
2019-07-01,236,22.9,17.3,27.8
2019-07-02,236,22,15.5,28.7
2019-07-03,236,22.6,16.8,29.8
2019-07-04,236,24,17.2,32.1
2019-07-05,236,25.4,17.6,34.4
2019-07-06,236,26.9,18.5,33.9
2019-07-07,236,25.4,21.2,30.7
2019-07-08,236,24.5,20.3,30.5
2019-07-09,236,24.5,19.1,29.4
2019-07-10,236,21,19.3,24
2019-07-11,236,21.4,19.4,24.3
2019-07-12,236,22.4,17.6,27.4
2019-07-13,236,22.8,20.1,27.6
2019-07-14,236,24.1,19.1,29.9
2019-07-15,236,23.6,20.1,27.6
2019-07-16,236,24.6,20,31
2019-07-17,236,25.3,21,30.4
2019-07-18,236,24.8,22.2,28.2
2019-07-19,236,26.8,23,30.5
2019-07-20,236,25.6,23.5,30.3
2019-07-21,236,24.9,22.3,27.3
2019-07-22,236,27.5,24.4,32.5
2019-07-23,236,27.9,25.5,32.4
2019-07-24,236,26.7,24.5,29.3
2019-07-25,236,26.1,25,28.3
2019-07-26,236,26.4,25.3,28.5
2019-07-27,236,26.6,25.1,31
2019-07-28,236,26.2,24.6,28.7
2019-07-29,236,27.8,23.1,32.4
2019-07-30,236,28.4,25.5,32.4
2019-07-31,236,28.2,25.6,32.1
2019-08-01,236,28.2,24.3,33.2
2019-08-02,236,29,23.4,35.4
2019-08-03,236,28.8,24.6,35.9
2019-08-04,236,28.7,24.1,35.5
2019-08-05,236,29.2,24.3,36.4
2019-08-06,236,29.1,25.4,33.7
2019-08-07,236,28.1,25,33.7
2019-08-08,236,27.6,24.5,33.4
2019-08-09,236,28.6,23.9,34.6
2019-08-10,236,30.2,24.7,35.7
2019-08-11,236,29.2,24.7,35.1
2019-08-12,236,27.1,24.7,30.6
2019-08-13,236,28.9,23.9,34.9
2019-08-14,236,29.9,25.2,34.9
2019-08-15,236,25.5,24.4,28.7
2019-08-16,236,26.5,23.2,30.7
2019-08-17,236,25.2,21.4,29.7
2019-08-18,236,23.8,19.5,30.8
2019-08-19,236,25.2,19.1,32
2019-08-20,236,27.1,22.3,32.6
2019-08-21,236,26.7,22.2,32.3
2019-08-22,236,25.6,20.8,31.4
2019-08-23,236,24,18.5,29.7
2019-08-24,236,22.2,17.5,27.7
2019-08-25,236,22.9,18.3,29.6
2019-08-26,236,24.7,17.6,31.6
2019-08-27,236,22.2,19.5,26.2
2019-08-28,236,23.7,20.9,28.4
2019-08-29,236,22.7,19.3,27.7
2019-08-30,236,21.8,18,28.1
2019-08-31,236,21.8,16.4,28.7
2019-09-01,236,22.2,17.1,28.3
2019-09-02,236,21.8,18.4,27.1
2019-09-03,236,22.1,20,24.2
2019-09-04,236,23.6,21.5,28.6
2019-09-05,236,23.4,21.4,28.2
2019-09-06,236,24.8,21.6,28.1
2019-09-07,236,25.4,22.8,28.9
2019-09-08,236,24.1,21.4,28.7
2019-09-09,236,23.5,22.3,24.8
2019-09-10,236,26.6,22.6,31
2019-09-11,236,24.8,23,29.6
2019-09-12,236,21.1,19.4,24.2
2019-09-13,236,22.7,18.3,29.2
2019-09-14,236,22.2,17.6,28
2019-09-15,236,24.3,19.4,30.7
2019-09-16,236,23.6,19.2,29.9
2019-09-17,236,22.3,16.8,30
2019-09-18,236,20.4,12,28.4
2019-09-19,236,18.8,11,27
2019-09-20,236,19.3,15.7,24.2
2019-09-21,236,17.4,15.5,19.4
2019-09-22,236,16.5,15.2,17.9
2019-09-23,236,18,12.8,24.1
2019-09-24,236,17.2,11.1,25.9
2019-09-25,236,17.9,11.1,24.3
2019-09-26,236,20.1,16.2,25.7
2019-09-27,236,22.2,16.3,29.5
2019-09-28,236,22.8,18,29.5
2019-09-29,236,21.2,15.9,28.7
2019-09-30,236,20.7,13.4,28.8
2019-10-01,236,20.7,16.6,25.2
2019-10-02,236,20.6,20.1,21.8
2019-10-03,236,23,19.9,28.5
2019-10-04,236,21.3,18.4,27.4
2019-10-05,236,18.8,14.6,23.2
2019-10-06,236,18.1,14.6,23.3
2019-10-07,236,15.3,14.5,16.6
2019-10-08,236,14.5,7.2,22.6
2019-10-09,236,12.4,4.5,21.7
2019-10-10,236,14.6,8.7,21.1
2019-10-11,236,17.5,10.4,25.1
2019-10-12,236,18.7,14.3,24.8
2019-10-13,236,16.2,10.7,23.9
2019-10-14,236,12.9,6.2,20
2019-10-15,236,12.4,4.6,21.1
2019-10-16,236,13.1,7.8,21
2019-10-17,236,14,10.2,20.9
2019-10-18,236,15.1,9,22.3
2019-10-19,236,14.7,8.2,22.8
2019-10-20,236,14.2,9.4,23
2019-10-21,236,14.4,7.1,23.3
2019-10-22,236,15.9,9.6,23.9
2019-10-23,236,16.1,11.9,19.3
2019-10-24,236,18.5,13.7,23.8
2019-10-25,236,16.9,10.8,23.4
2019-10-26,236,11.6,6.1,16.7
2019-10-27,236,8.8,2.7,17.8
2019-10-28,236,10.7,2.8,18.2
2019-10-29,236,12.7,6.2,18.6
2019-10-30,236,9.2,2.7,17.7
2019-10-31,236,11.3,4.4,20.1
2019-11-01,236,13.5,7.2,21.6
2019-11-02,236,11.5,4.4,19.7
2019-11-03,236,13.4,8.6,21.6
2019-11-04,236,12.7,7.3,20.7
2019-11-05,236,9.7,3.8,19.3
2019-11-06,236,9.5,5,17.8
2019-11-07,236,8.9,2.2,17.2
2019-11-08,236,5.2,-2,14.6
2019-11-09,236,6.5,-2,17.9
2019-11-10,236,8.3,1.5,15.2
2019-11-11,236,11,4.9,17.5
2019-11-12,236,7.8,2.6,17.2
2019-11-13,236,7.3,2.8,12.5
2019-11-14,236,2.9,-2.6,7.9
2019-11-15,236,8.7,-2.7,17
2019-11-16,236,12.2,6.9,18.7
2019-11-17,236,9.8,6,14.9
2019-11-18,236,7.5,2.6,14
2019-11-19,236,2.5,-1.3,5.7
2019-11-20,236,1.7,-2.3,8.5
2019-11-21,236,4.5,-3.8,11.6
2019-11-22,236,8.6,0.8,18.1
2019-11-23,236,10,1.6,19.3
2019-11-24,236,11.7,5.2,20.6
2019-11-25,236,3.7,1,8.7
2019-11-26,236,7.7,-0.5,15
2019-11-27,236,5.7,0.5,8.7
2019-11-28,236,3.8,-2.6,12.3
2019-11-29,236,1.6,-4.7,10
2019-11-30,236,3.6,-4.4,12.1
2019-12-01,236,5.5,3.4,7.2
2019-12-02,236,3.6,0.8,8.2
2019-12-03,236,1.8,-2.3,7.4
2019-12-04,236,4.5,-1.3,10.5
2019-12-05,236,-0.4,-5.1,4
2019-12-06,236,-4,-8.9,2.4
2019-12-07,236,-0.7,-8.2,6.5
2019-12-08,236,-0.5,-4.7,7.4
2019-12-09,236,1.8,-5.2,10.6
2019-12-10,236,5.6,0,13.9
2019-12-11,236,5,0.9,12
2019-12-12,236,1.1,-3.8,6.6
2019-12-13,236,0,-6.4,7.3
2019-12-14,236,3.6,0.4,9
2019-12-15,236,4.1,-3.6,13.2
2019-12-16,236,6.7,0.8,15.3
2019-12-17,236,7.2,2.8,11.3
2019-12-18,236,3.5,0,6.8
2019-12-19,236,0.3,-4,6.1
2019-12-20,236,0.2,-4.6,5.3
2019-12-21,236,-1.3,-5.9,5.5
2019-12-22,236,2.4,-3,10.3
2019-12-23,236,3.2,-1.6,8.6
2019-12-24,236,0.9,-3.3,8.7
2019-12-25,236,2.2,-4.5,8.9
2019-12-26,236,3.5,2.4,4.8
2019-12-27,236,0.1,-4.5,5.9
2019-12-28,236,-0.9,-6.7,7.7
2019-12-29,236,1.7,-4,5.9
2019-12-30,236,4.4,-0.4,10
2019-12-31,236,-4.2,-8.2,-0.4
2020-01-01,236,-2.2,-8.6,4.1
2020-01-02,236,-0.5,-4.7,6
2020-01-03,236,0.8,-3.7,8
2020-01-04,236,-0.7,-5.4,7.5
2020-01-05,236,0.2,-6.7,8.5
2020-01-06,236,2.8,-1.3,5.1
2020-01-07,236,8.2,5.1,14.2
2020-01-08,236,4.5,3.1,10.1
2020-01-09,236,1.4,-3.1,5.6
2020-01-10,236,-0.3,-4.7,7.1
2020-01-11,236,1.4,-3.8,7.8
2020-01-12,236,1.5,-1.9,5.7
2020-01-13,236,0.7,-3.9,3.9
2020-01-14,236,-0.4,-3.6,4.8
2020-01-15,236,-0.9,-4.9,4.5
2020-01-16,236,-0.7,-5.3,5.6
2020-01-17,236,-0.2,-4.2,6.4
2020-01-18,236,-0.7,-6.7,7.9
2020-01-19,236,1.9,-4.3,8.8
2020-01-20,236,2.5,-2.7,8
2020-01-21,236,-0.7,-7,7
2020-01-22,236,2.4,-1.9,4.3
2020-01-23,236,6.3,1.1,13.2
2020-01-24,236,3.6,-2.1,11.3
2020-01-25,236,3.6,-1.9,9.9
2020-01-26,236,6.6,-0.2,11.8
2020-01-27,236,6,3.8,8.8
2020-01-28,236,6.6,2.8,11.3
2020-01-29,236,6.7,2.5,10.4
2020-01-30,236,4.1,-0.6,11.7
2020-01-31,236,1.8,-3,8.3
2020-02-01,236,0.1,-5.4,8.3
2020-02-02,236,0.1,-5.6,7.8
2020-02-03,236,1.2,-4.2,6.5
2020-02-04,236,-0.5,-8,6.4
2020-02-05,236,-3.8,-8.9,1
2020-02-06,236,-5,-10.7,1
2020-02-07,236,-1.6,-9.1,5.4
2020-02-08,236,1.2,-4.4,6.8
2020-02-09,236,-1.3,-7.9,6.6
2020-02-10,236,2.8,-4.1,12.4
2020-02-11,236,5.1,-4.7,14.7
2020-02-12,236,6.7,4.3,9
2020-02-13,236,6.7,2,9.4
2020-02-14,236,6.5,-0.2,15.6
2020-02-15,236,8.3,0.5,16.1
2020-02-16,236,0.6,-2.1,6.7
2020-02-17,236,-2.7,-4.1,-0.4
2020-02-18,236,-1.5,-7.3,5.3
2020-02-19,236,1.9,-5.4,10
2020-02-20,236,4.3,-2.7,13
2020-02-21,236,6.2,-1.8,14.4
2020-02-22,236,6,1.6,10.6
2020-02-23,236,1.9,-4.1,9.5
2020-02-24,236,5.4,-4.5,14.9
2020-02-25,236,6.7,5.9,7.7
2020-02-26,236,7.3,1.5,14.5
2020-02-27,236,4.7,-1.2,12.3
2020-02-28,236,4.7,2.2,6.8
2020-02-29,236,7.6,3.3,13.4
2020-03-01,236,4.5,1.5,8.9
2020-03-02,236,5.3,2,10.4
2020-03-03,236,6.1,-1.2,14.3
2020-03-04,236,3.5,0.6,8.4
2020-03-05,236,2.1,-3.3,9.3
2020-03-06,236,3.3,-5.8,11.7
2020-03-07,236,5.3,0.6,12.1
2020-03-08,236,7,-2.1,18.1
2020-03-09,236,8.5,0.3,15.8
2020-03-10,236,6.4,1.4,8.2
2020-03-11,236,4,-1.2,10.2
2020-03-12,236,4.7,-3.8,14.8
2020-03-13,236,5.7,0.6,12.7
2020-03-14,236,4.6,-3.9,10.9
2020-03-15,236,4.5,-1.6,12.4
2020-03-16,236,3.8,-3.2,10.5
2020-03-17,236,6.5,-0.2,13.4
2020-03-18,236,9.5,2.8,18.9
2020-03-19,236,9.1,5.6,13.9
2020-03-20,236,7.4,-0.5,15.2
2020-03-21,236,11.5,1.1,20.9
2020-03-22,236,12,3.8,19.7
2020-03-23,236,8.1,0.2,16.8
2020-03-24,236,9,2.8,18.9
2020-03-25,236,11.6,0.7,21.3
2020-03-26,236,12.7,7.2,17.7
2020-03-27,236,11.1,4.3,15.5
2020-03-28,236,6.9,1.6,12.5
2020-03-29,236,7,-1.9,16.1
2020-03-30,236,9.8,3.1,18
2020-03-31,236,10.7,0.4,20.4
2020-04-01,236,9.9,3.1,19.5
2020-04-02,236,8,-0.4,17.2
2020-04-03,236,8.4,-0.3,18.5
2020-04-04,236,8.8,2.4,16.5
2020-04-05,236,6.1,-2.1,14.9
2020-04-06,236,7.6,-2.1,17.4
2020-04-07,236,9.4,1.3,17.8
2020-04-08,236,8.2,0.9,16.5
2020-04-09,236,8.1,-0.4,16.4
2020-04-10,236,9,2.3,16.3
2020-04-11,236,6.8,1.5,14.1
2020-04-12,236,7.7,-0.6,16.9
2020-04-13,236,9.9,2.3,18.1
2020-04-14,236,10.6,1.3,20.6
2020-04-15,236,10.3,0.9,21
2020-04-16,236,13.4,2.2,24.2

