"CUST_ID","DIVIDED_SET","SIU_CUST_YN","SEX","AGE","RESI_COST","RESI_TYPE_CODE","FP_CAREER","CUST_RGST","CTPR","OCCP_GRP_1","OCCP_GRP_2","TOTALPREM","MINCRDT","MAXCRDT","WEDD_YN","MATE_OCCP_GRP_1","MATE_OCCP_GRP_2","CHLD_CNT","LTBN_CHLD_AGE","MAX_PAYM_YM","MAX_PRM","CUST_INCM","RCBASE_HSHD_INCM","JPBASE_HSHD_INCM"
16485,1,0,2,4,32222,20,0,200306,9,1,"주부",9464671,6,6,1,6,"운전직",0,0,200305,59740,0,8006,3939
16486,2,NA,2,4,69861,20,0,200306,4,1,"주부",8776688,6,6,0,0,"",0,0,200412,47550,0,11660,11257
16487,1,1,2,4,31666,20,0,200306,9,3,"사무직",191794038,6,6,1,3,"사무직",0,0,200702,2755865,6319,7917,13411
16492,1,0,2,4,101574,11,0,200306,9,2,"자영업",404330370,1,99,1,2,"자영업",2,19,201401,4428946,6971,10122,13743
16493,1,0,2,4,9027,30,1,200306,9,4,"학자/연구직",24935687,6,6,1,4,"전문직",2,22,200803,606595,5133,0,9565
16494,1,0,2,4,30555,20,0,200306,9,1,"주부",17182694,6,6,0,0,"",0,0,200305,161100,0,8664,5909
16495,1,0,1,4,29305,20,0,200306,9,2,"자영업",870000,6,6,1,1,"주부",0,0,201005,1800227,6531,6628,6531
16496,1,0,1,4,24444,20,0,200306,1,6,"2차산업 종사자",14805098,5,99,1,1,"주부",3,13,201511,649270,5696,7216,5696
16498,1,0,2,4,15694,20,0,200306,5,8,"3차산업 종사자",42098015,6,6,1,5,"2차산업 종사자",2,23,201605,477805,4109,5383,9119
16499,1,0,1,4,15555,20,0,200306,9,6,"2차산업 종사자",49416808,3,3,1,1,"주부",2,16,200508,336762,4392,7828,4392
16500,1,0,2,4,6250,30,0,200306,12,5,"3차산업 종사자",39031177,6,6,1,5,"2차산업 종사자",3,20,201403,366214,3585,4066,7837
16501,1,0,1,4,4773,11,0,200306,5,3,"사무직",96469659,6,6,1,5,"3차산업 종사자",2,17,201606,915775,5488,5214,8992
16502,1,0,2,4,12361,30,0,200306,11,2,"자영업",56201515,6,99,1,5,"2차산업 종사자",2,14,201606,405088,3937,7008,8756
16503,1,0,2,4,18258,99,0,200306,1,5,"2차산업 종사자",226382924,6,6,1,5,"2차산업 종사자",2,21,201310,3196686,5544,0,9394
16504,1,1,2,4,12601,40,0,200306,2,1,"주부",11385916,6,6,1,0,"",2,20,200808,121050,0,6224,5986
16505,1,0,2,4,5290,12,0,200306,9,5,"3차산업 종사자",30818924,6,6,1,5,"3차산업 종사자",3,19,200504,231247,3361,5253,7590
16509,1,0,2,4,4986,40,0,200306,14,2,"자영업",54307705,1,99,1,2,"자영업",2,14,200611,493927,4621,5514,9856
16510,1,0,1,4,13888,20,0,200306,7,6,"2차산업 종사자",8016076,6,7,1,1,"주부",2,10,200903,227750,5396,3977,5396
16511,1,0,2,4,13055,20,0,200306,16,4,"의료직 종사자",8610827,6,6,1,0,"",1,22,200305,184900,2970,5085,2970
16512,1,1,1,4,4187,30,0,200306,9,3,"사무직",3102439,6,6,1,1,"주부",2,21,200909,149110,4930,3969,4930
16513,1,0,1,4,13472,20,0,200306,6,6,"2차산업 종사자",30439740,5,6,1,1,"주부",1,19,201304,251852,4510,3935,4510
16514,1,0,1,4,13888,20,0,200306,14,3,"사무직",12821718,6,6,1,1,"주부",1,17,200305,65400,5017,6908,5017
16515,1,0,2,4,22361,20,0,200306,2,1,"주부",38316175,6,6,1,2,"자영업",1,20,200810,604995,0,6375,5538
16516,1,0,1,4,57083,20,0,200306,1,3,"사무직",40645365,6,6,1,1,"주부",2,10,201106,339885,6697,11404,6697
16517,1,0,2,4,9027,20,0,200306,13,1,"주부",69295131,6,6,1,5,"2차산업 종사자",2,21,200701,838531,0,4336,4549
16518,1,0,1,4,48750,20,0,200306,4,3,"사무직",135966899,3,6,1,3,"사무직",2,17,201606,2068927,6684,10193,10582
16519,1,0,2,4,32638,20,0,200306,9,1,"주부",15289460,6,6,1,3,"사무직",2,17,200305,96500,0,8082,5911
16520,1,0,2,4,10555,20,0,200306,3,4,"예체능계 종사자",14318897,6,6,1,6,"운전직",1,22,201304,286001,3897,3542,8609
16521,1,0,1,4,0,0,0,200306,12,3,"사무직",62340892,6,6,1,1,"주부",2,15,200410,416237,4762,0,4762
16522,1,0,1,4,13731,12,0,200306,1,2,"자영업",451200,6,6,1,1,"주부",1,15,200211,225600,4639,4574,4639
16523,1,0,2,4,5692,30,0,200306,6,3,"사무직",9152920,4,6,1,4,"전문직",1,26,201606,118712,3518,2727,7944
16524,1,1,2,4,32500,20,0,200306,9,1,"주부",93892126,7,7,0,0,"",0,0,201207,2664386,0,8979,9371
16525,2,NA,1,4,0,60,0,200306,16,3,"공무원",24473420,10,7,1,1,"주부",1,9,200601,230550,3812,0,3812
16526,1,0,2,4,23611,20,0,200306,4,1,"주부",28015992,2,99,1,6,"2차산업 종사자",2,17,201603,470725,0,6716,5403
16528,1,0,1,4,3251,13,0,200306,4,6,"2차산업 종사자",29013633,6,6,1,6,"2차산업 종사자",2,17,200612,218200,3068,2971,6429
16529,1,0,1,4,15694,30,1,200306,1,4,"전문직",9617661,2,6,1,4,"전문직",1,10,201010,230616,5210,7021,8635
16531,1,0,2,4,0,0,0,200306,14,1,"주부",93572154,6,6,1,7,"1차산업 종사자",3,15,200804,577970,0,0,3660
16532,1,0,2,4,23333,20,0,200306,9,6,"2차산업 종사자",37521935,6,6,1,0,"",2,21,200610,642680,3359,5845,3359
16533,1,0,2,4,11048,30,0,200306,9,4,"교육관련직",11503906,6,6,1,6,"2차산업 종사자",2,17,201606,140507,3628,3878,7043
16534,1,0,1,4,8895,20,0,200306,4,3,"사무직",2283170,6,6,0,0,"",0,0,200108,44270,4853,3320,4853
16535,1,0,2,4,31527,20,1,200306,16,2,"3차산업 종사자",132834423,6,6,1,3,"사무직",2,20,201312,1101601,4744,10304,11577
16539,1,0,2,4,69595,20,0,200306,1,1,"주부",19625289,6,6,1,4,"전문직",2,20,200001,52600,0,11233,7428
16540,1,0,1,4,29583,20,0,200306,14,6,"운전직",4643730,6,6,1,1,"주부",0,0,200305,39000,5241,9884,5241
16541,1,0,2,4,7361,20,1,200306,13,1,"주부",31793018,8,8,1,2,"자영업",2,10,200402,612935,0,3897,4777
16542,1,0,2,4,8944,13,0,200306,16,5,"3차산업 종사자",76013455,6,6,1,0,"",2,25,200902,1213463,5352,3567,5352
16543,1,0,2,4,22916,20,0,200306,3,5,"3차산업 종사자",14404940,6,6,1,5,"2차산업 종사자",2,17,201009,319400,3424,6401,7340
16544,2,NA,1,4,12777,30,0,200306,1,2,"자영업",9469094,6,6,1,1,"주부",2,10,200305,124967,5076,6591,5076
16546,1,0,1,4,0,20,0,200306,9,4,"전문직",31179034,2,99,1,4,"교육관련직",2,13,201602,661719,5292,0,9367
16547,1,0,2,4,35000,20,0,200306,9,1,"주부",86273399,4,6,1,3,"사무직",2,8,201311,836674,0,9313,6007
16548,1,0,1,4,0,0,0,200306,15,5,"2차산업 종사자",2193600,6,6,1,1,"주부",2,15,200206,100000,4522,0,4522
16549,1,0,2,4,28333,20,0,200306,9,1,"주부",55617916,1,99,1,3,"사무직",2,21,201605,538751,0,6997,5558
16550,1,0,2,4,8308,30,0,200306,9,1,"주부",4687000,6,6,1,4,"3차산업 종사자",2,23,200305,207350,0,3253,4470
16551,1,0,1,4,38302,13,0,200306,1,3,"사무직",4235116,4,99,1,8,"3차산업 종사자",2,22,201606,43816,5142,7168,8581
16552,1,0,2,4,59444,20,0,200306,9,1,"주부",36508376,3,3,1,2,"자영업",1,22,201407,341490,0,11084,6165
16553,1,0,2,4,16805,20,0,200306,15,1,"주부",51037655,3,3,1,4,"고소득 전문직",2,17,200807,3195206,0,6578,6154
16554,1,0,2,4,22777,20,0,200306,1,1,"주부",23847213,1,99,1,2,"자영업",2,18,201511,377549,0,7661,5198
16555,2,NA,1,4,38389,12,0,200306,6,5,"2차산업 종사자",304000,5,99,1,1,"주부",2,13,201604,100000,3861,9833,3861
16556,1,0,1,4,11250,20,0,200306,9,3,"사무직",12552634,6,6,1,1,"주부",2,13,200404,145114,4897,4212,4897
16557,1,0,2,4,36250,20,0,200306,1,1,"주부",35597839,6,7,1,3,"사무직",1,19,200705,592000,0,10121,5669
16558,1,0,2,4,37222,20,0,200306,1,4,"교육관련직",32560787,6,6,0,0,"",0,0,200403,228794,4279,10155,4279
16559,1,0,2,4,28194,20,0,200306,6,1,"주부",11047939,6,6,1,4,"고소득의료직",2,16,200305,68840,0,8890,7224
16560,1,0,1,4,15416,20,0,200306,9,3,"사무직",3866030,6,6,1,1,"주부",2,17,200605,194085,4817,4729,4817
16561,1,0,1,4,17638,20,0,200306,11,3,"사무직",14590448,6,6,1,4,"교육관련직",0,0,201104,374220,4941,6667,9244
16562,1,0,2,4,0,0,0,200306,9,5,"3차산업 종사자",65100942,1,99,1,6,"2차산업 종사자",2,21,201606,1181243,4965,0,9371
16563,1,0,2,4,13832,11,0,200306,12,1,"주부",44370604,6,6,0,0,"",0,0,201001,958529,0,6523,6526
16564,1,0,1,4,45555,20,0,200306,1,3,"사무직",4811722,6,6,1,1,"주부",1,14,201106,110562,5661,10429,5661
16565,1,0,1,4,3941,99,0,200306,16,6,"2차산업 종사자",41193085,6,6,1,4,"전문직",1,10,201303,290334,4268,0,8186
16566,1,0,2,4,20138,20,1,200306,1,1,"주부",2965308,6,6,1,5,"3차산업 종사자",1,23,200803,119116,0,6772,3732
16567,1,0,2,4,0,0,0,200306,3,1,"주부",4265212,6,6,1,0,"",2,19,200305,35800,0,0,0
16568,1,0,2,4,30277,20,0,200306,16,1,"주부",218873809,3,99,1,3,"사무직",2,7,201310,3488950,0,10195,5898
16569,1,0,2,4,786,12,0,200306,16,3,"사무직",58614464,6,6,1,5,"2차산업 종사자",2,14,200412,621056,4873,2685,8970
16570,1,0,2,4,7228,40,0,200306,16,4,"교사",154385775,6,6,1,4,"교사",2,18,200703,2050931,4875,4428,9656
16571,1,0,2,4,0,0,0,200306,4,2,"자영업",49949601,6,6,1,2,"자영업",2,25,200304,544813,4359,0,4359
16572,1,0,1,4,5495,99,0,200306,10,3,"사무직",29958552,6,6,1,4,"교육관련직",3,15,201510,889920,5341,0,8825
16573,1,0,2,4,12776,20,0,200306,14,4,"교육관련직",13797047,6,6,1,4,"전문직",3,21,200410,156457,3706,5365,9461
16574,1,0,1,4,10833,20,0,200306,12,6,"운전직",38670554,6,6,0,0,"",0,0,200307,326522,4675,4165,4675
16575,1,1,2,4,22083,20,0,200306,9,4,"교육관련직",5059393,6,6,1,2,"자영업",0,0,200206,197900,4392,6196,8680
16576,2,NA,2,4,35555,20,0,200306,3,3,"사무직",105232800,2,6,1,4,"전문직",2,14,201401,2063406,5840,8493,12204
16577,1,1,1,4,29403,20,0,200306,1,2,"자영업",18333873,6,6,1,5,"의료직 종사자",1,22,200208,276300,5341,9766,8081
16580,1,0,2,4,7395,12,0,200306,9,1,"주부",12394163,6,7,1,8,"3차산업 종사자",3,5,201103,315040,0,3270,2990
16581,1,0,2,4,52083,20,0,200306,9,1,"주부",10731447,6,6,1,4,"사무직",1,18,201105,108300,0,10049,5687
16582,1,0,1,4,21111,20,0,200306,1,3,"사무직",8752380,6,6,1,1,"주부",0,0,200305,49000,5535,7647,5535
16583,1,0,1,4,23055,20,0,200306,9,8,"학생",46789742,6,6,1,4,"교육관련직",1,13,201008,376982,0,5805,4209
16585,1,0,1,4,8850,11,0,200306,13,5,"3차산업 종사자",23184329,7,7,0,0,"",0,0,200101,226000,3983,3592,3983
16586,2,NA,2,4,20972,20,0,200306,16,1,"주부",43743070,6,6,1,5,"2차산업 종사자",0,0,201007,319117,0,4860,4937
16587,1,0,2,4,16111,20,0,200306,13,4,"공무원",12379953,6,6,1,4,"공무원",2,17,201407,200000,4224,8136,8753
16588,1,0,2,4,20555,20,0,200306,16,3,"사무직",28445685,7,8,1,6,"운전직",2,18,201004,784290,4113,6873,8188
16590,1,0,2,4,10277,20,0,200306,13,4,"의료직 종사자",64459750,1,99,1,3,"사무직",2,14,200105,154709,3734,4493,8542
16591,1,0,1,4,30000,20,0,200306,9,6,"운전직",0,6,6,1,1,"주부",1,17,199907,56000,5190,7134,5190
16592,2,NA,1,4,5694,20,0,200306,13,3,"사무직",11363150,1,99,0,0,"",0,0,201606,300000,5349,3165,5349
16593,1,0,2,4,0,0,0,200306,1,3,"사무직",9004760,6,6,1,3,"사무직",1,20,200812,102735,3870,0,10002
16594,1,0,1,4,33055,20,0,200306,2,8,"학생",5442000,6,6,0,0,"",0,0,200212,90700,0,8909,8909
16595,1,0,2,4,0,0,0,200306,5,2,"자영업",38391130,6,6,1,4,"의료직 종사자",1,21,201112,330821,4789,0,8394
16596,1,0,2,4,5317,13,0,200306,6,5,"3차산업 종사자",23152075,4,99,1,2,"자영업",3,20,200408,200218,3299,2724,9074
16597,1,0,2,4,102150,11,0,200306,9,1,"주부",10924324,6,6,1,3,"사무직",1,20,200210,260200,0,10165,6663
16598,2,NA,1,4,7777,20,0,200306,15,3,"사무직",29464150,6,6,1,3,"사무직",1,15,200412,212540,4780,4040,8116
16599,1,1,2,4,9667,99,0,200306,2,1,"주부",40068566,6,6,1,5,"2차산업 종사자",2,22,200702,336022,0,0,4236
16600,1,0,2,4,0,0,0,200306,1,1,"주부",47510858,6,6,1,5,"2차산업 종사자",2,11,201303,1299483,0,0,4241
16601,1,0,1,4,33333,20,0,200306,1,3,"기업/단체 임원",6755805,6,6,1,4,"대학교수/강사",1,9,200305,56700,7317,9875,12251
16602,1,0,2,4,4166,20,0,200306,11,1,"주부",59015677,6,6,1,5,"2차산업 종사자",2,26,200807,566970,0,3537,4394
16603,1,1,2,4,29027,20,0,200306,5,5,"3차산업 종사자",41152889,6,6,1,3,"사무직",2,18,200702,777911,3593,10277,9346
16604,1,0,2,4,30972,20,0,200306,3,3,"사무직",17278320,6,6,0,0,"",0,0,200210,244613,5250,0,5250
16605,1,0,2,4,17222,20,0,200306,3,3,"사무직",8077180,6,6,0,0,"",0,0,201606,300000,4357,4267,4357
16606,1,0,2,4,14861,20,0,200306,9,1,"주부",31093986,6,6,1,3,"사무직",0,0,200305,334900,0,5559,5215
16607,1,1,1,4,13777,12,1,200306,1,5,"3차산업 종사자",9248324,6,6,0,0,"",0,0,200811,249148,4642,4907,4642
16608,1,0,1,4,24305,20,0,200306,16,4,"전문직",5425741,6,6,1,1,"주부",2,17,201103,70895,5275,6927,5275
16609,1,0,2,4,24861,20,0,200306,13,1,"주부",3996933,6,6,1,3,"사무직",2,15,200407,74880,0,8035,5098
16610,1,0,1,4,26944,20,0,200306,9,3,"사무직",5755018,6,6,1,1,"주부",0,0,200305,41700,5416,7061,5416
16612,1,0,2,4,5072,13,0,200306,7,5,"3차산업 종사자",99338522,6,7,1,2,"자영업",1,29,201101,1703467,4501,2701,10009
16613,1,0,1,4,8087,40,0,200306,9,2,"자영업",17787880,3,99,1,1,"주부",3,13,201605,247715,4789,3551,4789
16614,1,0,1,4,20416,20,0,200306,10,5,"2차산업 종사자",142551702,6,6,0,0,"",0,0,200610,418073,5854,7100,5854
16615,1,0,1,4,21527,20,0,200306,9,6,"전문직",159979788,2,99,1,2,"3차산업 종사자",2,15,201112,9109757,6557,6435,11812
16616,1,0,2,4,16805,20,0,200306,9,1,"주부",78622301,6,6,1,0,"",2,12,201212,4269592,0,5779,5815
16617,1,0,1,4,0,0,0,200306,14,6,"운전직",65066464,6,6,1,4,"의료직 종사자",1,19,200708,1451945,4547,0,7673
16618,1,0,1,4,6666,20,0,200306,9,5,"2차산업 종사자",12300942,6,6,1,0,"",1,17,201004,196200,3777,3265,3777
16619,1,0,2,4,10416,20,0,200306,9,4,"의료직 종사자",21138397,6,6,1,0,"",0,0,200909,298960,3192,0,3192
16620,1,0,2,4,7052,20,0,200306,14,3,"단순 사무직",19409584,6,6,1,5,"1차산업 종사자",2,20,200203,252800,3561,3939,7198
16621,1,0,2,4,29305,20,0,200306,11,4,"교사",45407010,2,6,1,4,"교사",2,13,201004,441703,4475,8999,8791
16622,1,0,1,4,5833,30,0,200306,2,2,"자영업",21636544,6,6,0,0,"",0,0,200812,389977,5561,2721,5561
16623,1,0,1,4,8055,20,0,200306,14,5,"2차산업 종사자",15517927,6,6,0,0,"",0,0,200411,141140,3964,4523,3964
16624,1,0,2,4,18970,99,0,200306,9,1,"주부",24261984,6,6,1,5,"3차산업 종사자",1,21,200305,159550,0,0,4651
16625,1,1,1,4,788,12,0,200306,5,5,"2차산업 종사자",19812868,6,6,1,1,"주부",3,8,201606,253219,4008,2541,4008
16626,1,0,2,4,11264,11,0,200306,11,1,"주부",22110739,10,99,1,6,"2차산업 종사자",3,14,200604,371307,0,3926,4129
16627,2,NA,2,4,0,0,0,200306,9,1,"주부",45207736,6,6,1,3,"사무직",1,15,201605,591052,0,0,5742
16628,1,0,1,4,99166,20,0,200306,1,5,"3차산업 종사자",23832379,6,6,0,0,"",0,0,201606,139130,5858,12471,5858
16631,1,0,2,4,9444,20,0,200306,9,1,"주부",2631104,8,8,0,0,"",0,0,201104,43430,0,3361,3361
16632,1,0,2,4,38333,20,0,200306,1,3,"사무직",6781860,6,6,1,0,"",0,0,200210,38013,4433,9146,9070
16633,2,NA,2,4,22361,20,0,200306,13,4,"교사",3526210,6,6,0,0,"",0,0,200103,58160,4371,8690,4371
16634,1,0,2,4,8251,20,0,200306,4,5,"3차산업 종사자",60727765,2,99,0,0,"",0,0,201603,1015342,3892,2912,3892
16635,1,0,1,4,13705,11,0,200306,15,5,"2차산업 종사자",28750404,6,6,0,0,"",0,0,201606,302717,4784,4221,4784
16636,1,0,1,4,0,0,0,200306,9,3,"사무직",37250672,5,6,1,1,"주부",2,12,201008,295076,4690,0,4690
16637,1,0,2,4,46666,20,0,200306,9,3,"사무직",3149256,6,6,0,0,"",0,0,200305,26400,4674,10131,4674
16638,1,0,2,4,19861,20,0,200306,9,8,"3차산업 종사자",24233322,6,6,1,8,"3차산업 종사자",2,16,200305,407544,3932,4594,8877
16639,1,0,1,4,18333,20,0,200306,2,6,"운전직",18367415,6,6,0,0,"",0,0,200711,609518,3858,5569,3858
16641,1,0,2,4,16805,30,0,200306,1,1,"주부",29834317,6,6,0,0,"",0,0,200607,96850,0,6756,6743
16642,1,0,2,4,0,0,0,200306,16,1,"주부",1269562,6,6,1,5,"2차산업 종사자",2,13,200306,189100,0,0,5191
16643,1,0,2,4,5985,13,1,200306,10,1,"주부",54502000,6,6,1,0,"",2,21,200804,1090000,0,3329,3284
16644,1,0,1,4,6388,20,0,200306,15,6,"운전직",22481463,6,6,0,0,"",0,0,201606,66510,4134,3780,4134
16645,1,0,2,4,25555,20,0,200306,1,1,"주부",21436135,2,6,1,3,"사무직",2,7,201006,427482,0,7748,4607
16646,1,0,2,4,12777,30,0,200306,3,3,"3차산업 종사자",10220317,6,6,1,0,"",1,14,200403,90071,3128,4318,3128
16647,1,0,1,4,3349,12,0,200306,9,3,"사무직",2232000,6,6,0,0,"",0,0,201104,18600,3997,3052,3997
16648,1,0,1,4,0,60,0,200306,4,3,"사무직",30266052,6,6,1,0,"",1,21,201312,200800,5119,0,5119
16649,1,0,2,4,35555,20,0,200306,9,4,"교사",5460000,6,6,0,0,"",0,0,201606,52500,4451,8550,4451
16651,1,0,2,4,27777,20,0,200306,9,4,"고소득의료직",48635178,7,7,1,4,"학자/연구직",1,13,201310,290558,5639,6809,10905
16652,2,NA,1,4,18888,30,0,200306,9,4,"전문직",3293544,6,6,1,1,"주부",2,16,200208,29,4885,4797,4885
16653,2,NA,1,4,14229,20,0,200306,12,8,"단순 노무직",881087,6,6,1,1,"주부",0,0,200010,51487,4535,5007,4535
16654,1,1,1,4,9858,99,0,200306,9,5,"예체능계 종사자",6086339,3,6,1,5,"예체능계 종사자",2,4,200305,55700,4406,0,9054
16655,1,0,2,4,16666,20,0,200306,4,1,"주부",32718609,6,6,1,6,"2차산업 종사자",2,15,200305,261100,0,5760,4254
16656,1,0,2,4,6821,11,0,200306,14,3,"단순 사무직",11214058,6,6,1,0,"",1,18,201104,63003,3298,5708,3298
16657,1,0,2,4,23611,20,0,200306,16,4,"교육관련직",11629711,6,6,1,0,"",1,17,201311,116209,4124,8233,4124
16658,1,0,1,4,22083,20,0,200306,2,4,"의료직 종사자",35743536,6,6,0,0,"",0,0,201411,240600,4818,6040,4818
16659,1,0,2,4,15555,30,0,200306,9,4,"의료직 종사자",9883208,6,6,0,0,"",0,0,201102,88085,3854,5378,3854
16660,1,0,1,4,22742,11,0,200306,1,3,"사무직",14303273,6,6,0,0,"",0,0,201606,75383,3971,5283,3971
16661,1,0,1,4,21111,20,0,200306,9,3,"사무직",124971370,6,6,0,0,"",0,0,200409,1534909,4938,6346,4938
16662,1,0,2,4,25972,30,0,200306,1,5,"3차산업 종사자",2596600,6,6,0,0,"",0,0,201606,36200,4630,9034,4630
16663,1,0,2,4,30694,20,0,200306,2,3,"단순 사무직",424502278,3,6,1,2,"자영업",4,8,201502,12690332,4442,7458,9781
16664,1,0,1,4,16250,20,0,200306,4,3,"사무직",957800,6,6,1,3,"단순 사무직",0,0,200803,40150,4187,0,7495
16665,1,0,1,4,7481,11,0,200306,16,5,"예체능계 종사자",21331680,2,99,0,0,"",0,0,200911,475912,4531,3533,4531
16667,1,0,2,4,8888,20,0,200306,13,1,"주부",52127236,4,99,1,8,"1차산업 종사자",2,15,200408,369013,0,4081,4368
16669,1,0,2,4,31805,20,0,200306,12,1,"주부",58628199,6,6,1,3,"사무직",2,15,201105,459379,0,9923,5384
16670,1,0,2,4,9166,20,0,200306,6,1,"주부",22578415,6,6,0,0,"",0,0,201008,163805,0,3177,3213
16671,1,0,2,4,26111,20,0,200306,1,4,"예체능계 종사자",14875829,6,6,1,3,"사무직",1,13,200403,125660,3869,8736,10307
16672,1,0,2,4,0,0,0,200306,9,3,"사무직",8806414,6,6,0,0,"",0,0,200305,103350,3842,0,3842
16673,2,NA,1,4,11378,40,0,200306,9,6,"운전직",17700888,6,6,1,4,"교사",0,0,200305,102650,3807,0,7945
16674,1,0,2,4,40833,20,0,200306,9,1,"주부",24775900,2,2,1,3,"사무직",2,10,200306,188200,0,9409,4908
16675,1,0,2,4,18611,20,0,200306,9,1,"주부",8599747,6,6,0,0,"",0,0,200102,38125,0,6016,5964
16676,1,0,2,4,5138,20,0,200306,4,1,"주부",1798369,6,6,1,4,"3차산업 종사자",3,14,200803,323150,0,2713,4774
16677,1,0,1,4,26388,20,0,200306,4,3,"사무직",351400,6,6,1,5,"3차산업 종사자",0,0,200003,50200,5480,7063,10028
16678,1,0,1,4,15277,20,0,200306,16,8,"운전직",9279564,1,6,1,1,"주부",1,17,201606,113405,3873,4827,3873
16679,1,0,1,4,0,0,0,200306,3,4,"공무원",55332706,6,6,1,4,"교육관련직",1,12,201606,444926,4297,0,8436
16680,1,0,1,4,32085,12,0,200306,9,5,"2차산업 종사자",50046306,2,99,1,4,"의료직 종사자",1,8,201508,765026,5393,5124,8474
16681,1,0,2,4,20138,20,0,200306,9,1,"주부",821381,6,6,1,3,"기업/단체 임원",3,10,200810,206897,0,6178,7065
16682,1,0,1,4,10555,20,0,200306,9,5,"2차산업 종사자",15245319,6,6,1,1,"주부",2,17,200705,168644,4377,4330,4377
16683,1,0,1,4,70000,20,0,200306,9,3,"사무직",8068240,6,6,0,0,"",0,0,200610,111060,6006,12043,6006
16684,2,NA,1,4,5684,99,0,200306,12,5,"2차산업 종사자",15075249,6,6,0,0,"",0,0,201104,100970,4086,0,4086
16685,1,0,2,4,0,0,0,200306,2,4,"교육관련직",56255828,3,6,1,2,"자영업",2,9,201006,958657,4033,0,9175
16686,1,0,1,4,12083,20,0,200306,6,5,"3차산업 종사자",19166156,3,6,0,0,"",0,0,201009,525624,4109,4009,4109
16687,1,0,2,4,15000,20,0,200306,13,4,"의료직 종사자",18114275,6,6,1,3,"사무직",2,16,200601,144900,2989,5944,8228
16688,1,0,2,4,9397,99,0,200306,1,1,"주부",8903100,6,6,1,5,"2차산업 종사자",2,18,200107,116800,0,0,3304
16689,1,0,2,4,34166,20,0,200306,16,3,"단순 사무직",650900,6,6,1,3,"사무직",0,0,200305,166200,4332,9764,9092
16690,1,0,2,4,10416,20,0,200306,9,3,"사무직",74315963,5,6,1,2,"자영업",2,15,200603,599024,4542,3966,9267
16691,1,0,1,4,22863,12,0,200306,3,5,"2차산업 종사자",7637608,6,6,0,0,"",0,0,201209,265961,4047,4742,4047
16692,1,0,2,4,8255,99,0,200306,7,4,"교사",47357205,6,6,1,4,"교사",2,11,201001,340596,4418,0,9039
16693,1,0,1,4,12222,20,0,200306,16,6,"2차산업 종사자",5183696,6,6,1,1,"주부",2,11,200305,86800,4482,4556,4482
16694,1,0,2,4,10555,20,0,200306,12,3,"사무직",194000,6,6,0,0,"",0,0,200010,67700,3712,5162,3712
16695,1,0,2,4,14722,20,1,200306,5,1,"주부",1445850,6,6,0,0,"",0,0,201303,28350,0,0,0
16696,2,NA,1,4,6282,99,0,200306,3,1,"주부",17431641,6,6,0,0,"",0,0,200305,133300,0,0,0
16697,2,NA,2,4,13194,20,0,200306,13,2,"자영업",46937861,6,6,1,2,"자영업",2,16,201003,571996,3918,5629,8760
16698,1,1,2,4,31111,20,1,200306,1,2,"3차산업 종사자",79181853,6,6,1,6,"전문직",0,0,200901,640263,4197,6693,9748
16699,1,0,1,4,6527,30,0,200306,4,2,"자영업",63770804,6,6,1,1,"주부",2,16,200305,606000,5186,3519,5186
16700,1,0,1,4,17777,20,0,200306,3,3,"사무직",22954536,1,99,0,0,"",0,0,200305,189100,4495,6422,4495
16701,1,0,2,4,35138,20,0,200306,3,1,"주부",34316984,6,6,1,4,"전문직",1,12,200511,478196,0,9155,5202
16702,1,1,2,4,23888,20,0,200306,2,1,"주부",60251681,6,6,1,3,"사무직",2,11,201006,3193433,0,6285,5455
16703,1,0,1,4,12629,13,0,200306,1,2,"자영업",88766304,6,6,1,1,"주부",0,0,201306,1673677,6850,3826,6850
16704,1,0,2,4,8333,20,0,200306,3,4,"예체능계 종사자",17083768,6,6,1,5,"2차산업 종사자",1,12,200511,137842,3358,2753,7416
16705,1,0,2,4,7500,20,0,200306,13,5,"3차산업 종사자",18314688,5,99,1,5,"자영업",2,7,201004,329243,3041,3548,7629
16706,1,0,1,4,19305,20,0,200306,9,6,"2차산업 종사자",15145172,6,6,1,1,"주부",1,14,200311,144610,4602,6090,4602
16707,2,NA,2,4,34444,20,0,200306,15,1,"주부",13731407,1,99,1,3,"기업/단체 임원",1,18,202311,19171,0,9934,7658
16708,1,0,2,4,41944,20,0,200306,4,1,"주부",32818099,6,6,1,3,"사무직",3,6,201104,338180,0,9545,5036
16709,1,0,2,4,19444,30,0,200306,1,1,"주부",17146340,6,6,1,3,"사무직",2,11,200512,123630,0,7303,4976
16710,1,1,2,4,1721,12,0,200306,2,1,"주부",42097368,6,6,1,5,"3차산업 종사자",0,0,199807,488476,0,0,3431
16711,1,0,2,4,2369,12,0,200306,15,1,"주부",14709500,6,6,1,0,"",1,10,200210,162513,0,2974,2959
16712,1,0,2,4,24444,20,0,200306,1,3,"사무직",13875042,6,6,0,0,"",0,0,200001,496504,3970,7231,3970
16714,1,0,2,4,13888,20,0,200306,16,1,"주부",8864317,6,6,1,6,"2차산업 종사자",2,15,200305,106760,0,4764,4636
16715,1,0,1,4,47222,20,0,200306,3,4,"교육관련직",3660947,3,6,1,4,"교육관련직",2,8,200904,174418,5725,10633,10227
16716,1,1,2,4,30277,20,0,200306,9,1,"주부",59807308,6,6,1,3,"사무직",3,16,200512,382250,0,7608,5434
